0,19,5,28,11,110,3,1,3,3,0,1172,499,192,72,1,5,13,4,16,202,28,17,76,25,43,36,30,4,3,6,1,0,7,10,4,3,12,5,1,3,1,1,37,6,3,2,0,3,6,26,36,9,6,14,13,12,13,15,1,0,11,62,1,7,8,6,10,5,2,13,6,2,3,7,7,7,13,4,17,19,25,6,48,3,4,47,6,173,7,112,99,208,35,5,7,4,0,3,23,0,0,4,2,12,3,0,5,25,4,1,19,1,10,4,8,21,10,3,8,3,2,9,2,0,1,12,25,17,7,0,0,10,3,1,3,12,0,7,0,2,2,29,54,58,17,3,12,2,49,6,9,11,4,8,3,11,1,1,1,1,182,79,2,1,7,4,0,1,2,1,0,29,18,45,4,1,9,16,85,0,4,2,2,3,4,1,2,133,6,55,0,28,2,1,2,1,0,0,3,0,3,1,1,0,3,0,0,5,1,1,0,7,8,3,0,3,0,21,19,1,0,17,6,0,1,2,0,2,2,0,0,3,5,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,35,70,14,69,3,0,63,4,42,2,0,3,4,5,13,0,1,0,1,1,0,1,0,1,3,2,0,0,4,0,1,7,2,0,0,2,1,0,1,0,3,1,2,2,0,1,0,1,1,1,3,2,1,7,1,7,1,0,0,0,6,0,0,1,0,0,1,1,0,0,0,4,1,0,4,0,0,0,1,2,0,0,1
19,0,7,7,0,11,2,0,0,11,0,38,0,0,0,0,0,1,0,6,61,31,22,6,0,1,0,0,0,38,320,124,0,25,62,44,46,23,2,0,57,4,3,4,50,37,45,8,6,108,4,9,15,3,6,1,5,1,1,1,0,5,21,1,3,9,3,9,1,12,19,2,0,3,1,2,9,1,0,2,3,6,2,7,0,1,86,1,0,0,125,0,1,2,0,2,0,0,0,3,1,0,6,7,10,8,0,3,3,0,1,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,56,2,0,0,1,0,0,0,0,3,3,2,6,19,1,0,0,0,21,34,0,0,0,3,0,1,1,0,0,3,2,0,0,2,0,2,32,3,1,0,0,5,2,1,1,42,5,48,0,12,4,2,5,5,3,0,2,5,3,5,3,6,9,2,0,3,0,2,1,4,4,3,1,5,1,4,4,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,5,0,0,3,0,5,1,0,3,0,0,0,0,0,0,0,2,2,2,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
5,7,0,1,1,34,1,0,0,0,0,2,2,0,0,0,0,0,2,2,2,8,15,1,0,0,1,0,0,1,6,3,1,32,1,0,0,175,306,202,218,12,5,1,167,8,36,37,38,10,77,57,1372,2,35,98,23,82,105,0,0,0,13,0,0,0,0,0,0,5,3,18,0,2,5,25,15,1,0,2,14,8,1,28,2,0,9,1,0,0,3,1,0,20,0,20,0,0,0,1,55,6,0,7,46,499,13,2,11,2,22,86,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,2,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,7,18,2,0,0,14,0,1,0,1,2,12,0,1,9,12,48,5,3,0,0,3,0,26,0,1,2,2,4,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0
28,7,1,0,1,5,2,0,0,0,0,1,0,4,0,0,0,0,0,1,32,24,128,236,4,1,28,12,2,0,1,0,0,11,0,1,2,0,1,0,4,0,53,518,4,0,11,22,56,1,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,7,30,1,13,2,6,17,26,2,52,4,0,2,2,0,1,9,11,3,2,0,2,0,0,0,2,2,0,0,1,0,17,2,10,10,6,2,40,0,8,3,6,2,0,4,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,184,34,0,31,4,10,6,1,10,5,4,3,11,4,0,0,0,2,2,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,66,19,11,21,0,12,47,1,0,2,1,0,3,3,4,0,0,1,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,3,0,9,2,2,0,8,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,9,1,2,0,14,1,1,27,1,2,3,0,0,0,0,0
11,0,1,1,0,61,1,12,4,0,3,0,7,245,1302,4,3,30,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,2,0,1,0,0,1,1,0,1,0,0,0,1,0,0,3,0,77,2,0,1,16,3,10,15,0,45,9,10,7,3,2,0,7,2,42,0,1,24,5,2,3,41,326,26,552,1,7,74,900,925,9,2556,397,100,51,1,0,0,0,0,6,1,3,20,11,0,6,1,1,0,0,0,14,4,8,0,1,1,0,0,13,55,44,21,3,18,11,27,2,1,12,1635,93,111,97,50,1,15,94,0,1,1,1,1,0,0,0,1,1,4,1,6,3,15,1,0,12,3,0,0,121,0,0,0,1,0,0,0,96,84,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,30,15,23,4,14,7,0,0,0,49,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,4,0,2,1,1,1,0,2,13,2,6,2,12,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110,11,34,5,61,0,5,2,54,19,0,5,2,12,7,0,0,24,3,0,6,4,9,4,0,0,0,0,0,1,1,2,0,5,4,0,0,6,9,5,54,15,5,8,10,0,3,4,10,21,246,168,78,0,4,11,14,6,0,133,397,652,1001,100,11,14,23,21,47,11,40,12,13,35,52,192,120,37,10,42,35,6,10,62,14,13,161,82,9,2,20,51,74,1248,29,546,128,9,574,287,10,11,66,16,34,294,79,55,174,25,37,258,22,0,1,0,1,11,3,3,2,1,0,0,0,16,18,45,25,5,1,1,51,5,0,5,1,0,25,6,2,1,1,42,3,6,3,4,1,0,0,1,4,1,21,3,49,30,3,2,0,30,16,0,3,21,3,0,1,2,0,0,2,23,32,6,1,5,7,6,6,7,3,0,1,0,7,3,20,2,4,0,1,0,1,3,0,0,1,2,0,0,1,0,0,1,0,0,4,0,1,1,0,2,0,0,0,0,14,11,0,0,6,1,0,1,1,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,25,34,6,32,4,0,23,2,20,2,0,7,10,10,14,1,0,1,0,0,0,0,1,1,6,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,2,2,5,1,1,1,1,1,0,0,2,2,4,2,3,1,0,2,0,3,0,0,2,0,1,2,0,0,0,0,2,1,0,0,4,1,2,0,2,0,0,0
3,2,1,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,1,9,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,33,14,3,0,37,10,0,3,11,0,124,14,10,3,0,1,0,1,2,1,9,1,0,1,0,3,4,0,0,0,0,0,0,0,0,18,111,0,3,0,8,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,10,102,1,23,0,0,8,51,5,42,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,10,0,1,4,0,0,0,0,0,0,0,0
1,0,0,0,12,2,0,0,0,0,0,0,5,12,2271,346,12,1,239,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,37,0,0,1,0,1,0,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,5,125,365,47,2,5,22,44,32,29,8,39,231,3,249,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,4,54,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,37,347,38,0,3,1,7,0,2,2,5,4,0,0,0,17,32,1,0,0,3,2,0,6,0,0,2,0,0,0,0,1,0,1,1,0,19,5,17,546,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,1,0,0,0,61,0,0,1,0,0,5,12,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,0,0,0,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,2,1,0,10,0,0,0,6,0,0,0,0,18,15,2,1,5,4,18,32,11,0,0,1,22,50,1,114,332,45,124,26,137,150,14,0,0,0,3,81,0,0,0,9,4,1,4,0,0,6,0,0,0,8,1,0,0,0,0,0,0,0,9,37,13,58,242,30,0,0,1,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,50,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,307,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
